date,song,artist,region,rank,views,likes,genre
2024-11-03,santa,"rvssian, rauw alejandro & ayra starr",Spain,62,940779,36859,Flamenco
2024-11-03,star,jc reyes,Spain,6,110887373,9599499,Hip-Hop
2024-11-03,duro,quevedo,Spain,191,117366194,3714683,Latin
2024-11-03,la bachata,manuel turizo,Spain,87,15952342,545632,Flamenco
2024-11-03,luna,feid & atl jacob,Spain,42,498005974,17342363,Reggaeton
2024-11-03,celine,kidd keo featuring ghost killer track,Spain,62,268979808,11511027,Pop
2024-11-03,rapido,dei v & cris mj,Spain,69,379091894,16814858,Latin
2024-11-03,die with a smile,lady gaga & bruno mars,Spain,12,2060014082,86706699,Latin
2024-11-03,el merengue,marshmello & manuel turizo,Spain,33,416384563,15121567,Latin
2024-11-03,wya,j abdiel x izaak,Spain,27,1061491557,48511303,Flamenco
2024-10-27,si antes te hubiera conocido,karol g,Spain,68,159726064,6256692,Latin
2024-10-27,q u e v a s h a c e r h o y ?,omar courtz & de la rose,Spain,165,210839857,6590368,Pop
2024-10-27,degenere,myke towers featuring benny blanco,Spain,26,422528780,20609064,Latin
2024-10-27,"duro de verdad, pt.2",los sufridos & bad gyal,Spain,53,364477897,13195850,Pop
2024-10-27,soltera,shakira,Spain,31,1914093775,85482741,Latin
2024-10-27,ia,clarent,Spain,112,453978334,21030585,Pop
2024-10-27,uwaie,kapo,Spain,50,28171223,869254,Latin
2024-10-27,ohnana,kapo,Spain,195,812216,27168,Latin
2024-10-27,luna llena,beny jr,Spain,171,498672655,16701582,Flamenco
2024-10-27,tambien,myke towers,Spain,74,490122775,15815054,Latin
2024-10-27,que pecao,manuel turizo & kapo,Spain,29,1191526722,37490123,Pop
2024-10-27,peligrosa,floyymenor,Spain,47,940884025,31488001,Reggaeton
2024-10-27,la reina,lola indigo,Spain,198,445791582,22170365,Flamenco
2024-10-27,santa,"rvssian, rauw alejandro & ayra starr",Spain,190,436141171,21468617,Reggaeton
2024-10-27,luna,feid & atl jacob,Spain,193,61138805,2133679,Latin
2024-10-27,celine,kidd keo featuring ghost killer track,Spain,46,368819459,13817199,Flamenco
2024-10-27,me has invitado a bailar,dani fernandez,Spain,123,406750431,13013872,Pop
2024-10-27,la bachata,manuel turizo,Spain,124,6619420,243309,Latin
2024-10-27,si no es contigo,cris mj,Spain,28,1113925548,35826888,Pop
2024-10-27,rapido,dei v & cris mj,Spain,108,292136889,10118500,Pop
2024-10-27,rapapa,jc reyes,Spain,91,226227310,10134351,Pop
2024-10-27,el merengue,marshmello & manuel turizo,Spain,77,88297357,2914187,Flamenco
2024-10-27,wya,j abdiel x izaak,Spain,77,238591495,9795473,Reggaeton
2024-10-27,carita triste,ana mena & emilia,Spain,49,968687138,42502989,Reggaeton
2024-10-27,se me olvida,maisak featuring feid,Spain,56,346761456,16560668,Flamenco
2024-10-20,si antes te hubiera conocido,karol g,Spain,190,112435220,3525667,Pop
2024-10-20,q u e v a s h a c e r h o y ?,omar courtz & de la rose,Spain,36,1111848432,35569066,Reggaeton
2024-10-20,"duro de verdad, pt.2",los sufridos & bad gyal,Spain,25,912308406,27981482,Latin
2024-10-20,soltera,shakira,Spain,162,100019479,3612073,Pop
2024-10-20,ohnana,kapo,Spain,35,397070562,16637070,Pop
2024-10-20,uwaie,kapo,Spain,114,394843233,17983932,Reggaeton
2024-10-20,luna llena,beny jr,Spain,162,344334215,10517479,Pop
2024-10-20,peligrosa,floyymenor,Spain,149,203978366,8919643,Latin
2024-10-20,tambien,myke towers,Spain,102,74535184,2908536,Pop
2024-10-20,que pecao,manuel turizo & kapo,Spain,147,392901985,13017835,Reggaeton
2024-10-20,la reina,lola indigo,Spain,15,1518121194,56455845,Latin
2024-10-20,santa,"rvssian, rauw alejandro & ayra starr",Spain,85,467786316,19379219,Pop
2024-10-20,luna,feid & atl jacob,Spain,99,472061771,16492145,Reggaeton
2024-10-20,celine,kidd keo featuring ghost killer track,Spain,96,466206424,17079896,Latin
2024-10-20,la bachata,manuel turizo,Spain,89,174751898,6965995,Latin
2024-10-20,rapido,dei v & cris mj,Spain,57,217090097,7447047,Reggaeton
2024-10-20,wya,j abdiel x izaak,Spain,67,367699040,15453491,Pop
2024-10-20,me has invitado a bailar,dani fernandez,Spain,143,443326543,15705270,Reggaeton
2024-10-20,el merengue,marshmello & manuel turizo,Spain,149,7664539080,376479412,Latin
2024-10-20,se me olvida,maisak featuring feid,Spain,47,229882666,9003005,Pop
2024-10-20,goteras,omar montes + jc reyes,Spain,49,657287799,30949629,Reggaeton
2024-10-20,carita triste,ana mena & emilia,Spain,180,7692421,295804,Latin
2024-10-20,despues de las 1,cris mj & floyymenor,Spain,170,409399971,18858396,Flamenco
2024-10-20,friki,gonzy,Spain,121,9345881,423113,Reggaeton
2024-10-20,vacile,yan block,Spain,74,311454791,12947389,Flamenco
2024-10-13,si antes te hubiera conocido,karol g,Spain,165,269778175,13041864,Pop
2024-10-13,q u e v a s h a c e r h o y ?,omar courtz & de la rose,Spain,191,883462700,32749928,Latin
2024-10-13,"duro de verdad, pt.2",los sufridos & bad gyal,Spain,43,431754782,18884543,Flamenco
2024-10-13,soltera,shakira,Spain,126,157456676,5760513,Latin
2024-10-13,ohnana,kapo,Spain,150,228100800,10621912,Flamenco
2024-10-13,peligrosa,floyymenor,Spain,171,328459835,13013803,Reggaeton
2024-10-13,uwaie,kapo,Spain,151,346383413,11343903,Flamenco
2024-10-13,tambien,myke towers,Spain,10,965105215,94597980,Pop
2024-10-13,luna llena,beny jr,Spain,67,49410286,2436066,Flamenco
2024-10-13,la reina,lola indigo,Spain,162,341824691,13148070,Reggaeton
2024-10-13,que pecao,manuel turizo & kapo,Spain,175,423448305,20433933,Flamenco
2024-10-13,santa,"rvssian, rauw alejandro & ayra starr",Spain,78,467903834,19238580,Pop
2024-10-13,luna,feid & atl jacob,Spain,168,463325654,22560876,Reggaeton
2024-10-13,rapido,dei v & cris mj,Spain,36,1541756246,73271084,Reggaeton
2024-10-13,friki,gonzy,Spain,177,425089600,19648102,Reggaeton
2024-10-13,wya,j abdiel x izaak,Spain,33,25369296970,1114962202,Latin
2024-10-13,despues de las 1,cris mj & floyymenor,Spain,40,66250532,3065606,Latin
2024-10-13,la bachata,manuel turizo,Spain,45,417009184,14260314,Latin
2024-10-13,el merengue,marshmello & manuel turizo,Spain,55,379712186,17624439,Latin
2024-10-13,goteras,omar montes + jc reyes,Spain,41,1919711250,85971740,Latin
2024-10-13,celine,kidd keo featuring ghost killer track,Spain,86,46083320,1851217,Flamenco
2024-10-13,se me olvida,maisak featuring feid,Spain,186,363222254,11544051,Pop
2024-10-13,la falda,myke towers,Spain,131,388555964,17357331,Flamenco
2024-10-13,x'clusivo,gonzy,Spain,86,93165484,4285033,Reggaeton
2024-10-13,carita triste,ana mena & emilia,Spain,104,13022230,506809,Pop
2024-10-06,si antes te hubiera conocido,karol g,Spain,157,377770169,12115604,Reggaeton
2024-10-06,"duro de verdad, pt.2",los sufridos & bad gyal,Spain,147,209463939,9448237,Pop
2024-10-06,q u e v a s h a c e r h o y ?,omar courtz & de la rose,Spain,117,483616149,22734389,Latin
2024-10-06,ohnana,kapo,Spain,34,891845479,35402435,Latin
2024-10-06,uwaie,kapo,Spain,135,159938095,5323655,Reggaeton
2024-10-06,soltera,shakira,Spain,198,49223942,2171764,Flamenco
2024-10-06,peligrosa,floyymenor,Spain,151,90621436,3212355,Flamenco
2024-10-06,omega,rosalia featuring ralphie choo,Spain,34,726433760,26085186,Reggaeton
2024-10-06,luna llena,beny jr,Spain,67,435820592,20672197,Pop
2024-10-06,la reina,lola indigo,Spain,183,374681304,15289385,Reggaeton
2024-10-06,tambien,myke towers,Spain,182,228634231,8131992,Flamenco
2024-10-06,luna,feid & atl jacob,Spain,33,2054380060,62230692,Pop
2024-10-06,despues de las 1,cris mj & floyymenor,Spain,151,219289095,8632540,Reggaeton
2024-10-06,hablame claro,yandel & feid,Spain,170,70617607,3167471,Flamenco
2024-10-06,rapido,dei v & cris mj,Spain,194,1250804660,55186420,Flamenco
2024-10-06,santa,"rvssian, rauw alejandro & ayra starr",Spain,93,419439153,20556720,Flamenco
2024-10-06,wya,j abdiel x izaak,Spain,104,154701153,6151954,Reggaeton
2024-10-06,goteras,omar montes + jc reyes,Spain,143,383101603,19000470,Latin
2024-10-06,la bachata,manuel turizo,Spain,58,231801500,9898243,Reggaeton
2024-10-06,friki,gonzy,Spain,142,6664960700,297669291,Latin
2024-10-06,carita triste,ana mena & emilia,Spain,66,187465296,7175287,Reggaeton
2024-10-06,la falda,myke towers,Spain,59,352423033,10655342,Flamenco
2024-10-06,tu silueta,diegote,Spain,69,253617056,10776886,Reggaeton
2024-10-06,se me olvida,maisak featuring feid,Spain,97,148674877,6971393,Pop
2024-10-06,dime si le comento a la pura,las 2k x chardo chardemio,Spain,112,495562207,15925247,Reggaeton
2024-09-29,si antes te hubiera conocido,karol g,Spain,20,414002960,20409676,Flamenco
2024-09-29,"duro de verdad, pt.2",los sufridos & bad gyal,Spain,172,221861706,6895318,Reggaeton
2024-09-29,ohnana,kapo,Spain,55,376899859,15141553,Reggaeton
2024-09-29,uwaie,kapo,Spain,19,1943629616,78129818,Reggaeton
2024-09-29,peligrosa,floyymenor,Spain,1,2639208778,193976930,Pop
2024-09-29,la reina,lola indigo,Spain,140,120588564,5429702,Reggaeton
2024-09-29,hablame claro,yandel & feid,Spain,142,136933761,6077850,Latin
2024-09-29,luna llena,beny jr,Spain,193,163015266,5031365,Reggaeton
2024-09-29,goteras,omar montes + jc reyes,Spain,136,344309514,14210040,Reggaeton
2024-09-29,luna,feid & atl jacob,Spain,101,395571864,14707758,Latin
2024-09-29,despues de las 1,cris mj & floyymenor,Spain,41,111551614,4502284,Reggaeton
2024-09-29,tambien,myke towers,Spain,21,344114498,14449668,Latin
2024-09-29,carita triste,ana mena & emilia,Spain,12,868977867,41233922,Reggaeton
2024-09-29,rapido,dei v & cris mj,Spain,82,14839558,580942,Latin
2024-09-29,la falda,myke towers,Spain,135,324996559,11637313,Reggaeton
2024-09-29,una velita,bad bunny,Spain,92,306050849,12757714,Latin
2024-09-29,tu silueta,diegote,Spain,158,3140138760,141377114,Pop
2024-09-29,la bachata,manuel turizo,Spain,69,244738148,12205243,Flamenco
2024-09-29,wya,j abdiel x izaak,Spain,16,175601762,6075073,Latin
2024-09-29,la marina sta morena,figa flawas,Spain,120,55872343,2099227,Latin
2024-09-29,se me olvida,maisak featuring feid,Spain,33,1141748700,44062218,Reggaeton
2024-09-29,santa,"rvssian, rauw alejandro & ayra starr",Spain,132,485773431,21698123,Pop
2024-09-29,badgyal,saiko featuring jc reyes,Spain,154,355787056,16938039,Latin
2024-09-29,me has invitado a bailar,dani fernandez,Spain,68,2304218480,111364848,Pop
2024-09-29,otra noche,myke towers featuring darell,Spain,18,416598391,15645372,Reggaeton
2024-09-22,si antes te hubiera conocido,karol g,Spain,142,172641080,5820349,Flamenco
2024-09-22,uwaie,kapo,Spain,96,316642418,14531121,Latin
2024-09-22,ohnana,kapo,Spain,1,3103669111,301217106,Hip-Hop
2024-09-22,peligrosa,floyymenor,Spain,86,345450484,12211301,Reggaeton
2024-09-22,la reina,lola indigo,Spain,85,7573646,309466,Latin
2024-09-22,carita triste,ana mena & emilia,Spain,119,499992138,19503533,Pop
2024-09-22,luna llena,beny jr,Spain,11,1579531188,72764462,Flamenco
2024-09-22,goteras,omar montes + jc reyes,Spain,29,933774570,44663432,Latin
2024-09-22,tambien,myke towers,Spain,73,69163518,2896059,Reggaeton
2024-09-22,tu silueta,diegote,Spain,86,360487860,16943034,Latin
2024-09-22,luna,feid & atl jacob,Spain,76,238989265,9480807,Reggaeton
2024-09-22,la falda,myke towers,Spain,191,448808802,13510270,Latin
2024-09-22,se me olvida,maisak featuring feid,Spain,46,637446998,26140332,Pop
2024-09-22,hay lupita,lomiiel,Spain,159,185181230,6390881,Latin
2024-09-22,la bachata,manuel turizo,Spain,85,226815665,9257933,Pop
2024-09-22,me has invitado a bailar,dani fernandez,Spain,67,406846991,15831327,Latin
2024-09-22,santa,"rvssian, rauw alejandro & ayra starr",Spain,196,463232300,19086250,Pop
2024-09-22,rapido,dei v & cris mj,Spain,7,3351949391,312860391,Hip-Hop
2024-09-22,otra noche,myke towers featuring darell,Spain,36,1039712576,39546139,Latin
2024-09-22,wya,j abdiel x izaak,Spain,198,6229173300,194269251,Latin
2024-09-22,la marina sta morena,figa flawas,Spain,140,342011415,12848341,Flamenco
2024-09-22,cuando te vi (big one crossover #5),maria becerra x big one x trueno,Spain,197,454278243,17213162,Latin
2024-09-22,badgyal,saiko featuring jc reyes,Spain,24,718774222,32786321,Pop
2024-09-22,el merengue,marshmello & manuel turizo,Spain,10,2645459334,220815161,Pop
2024-09-22,1000cosas,lola indigo & manuel turizo,Spain,24,191555282,9296371,Latin
2024-09-15,si antes te hubiera conocido,karol g,Spain,74,301532116,10802007,Latin
2024-09-15,uwaie,kapo,Spain,174,7306347360,306098858,Latin
2024-09-15,ohnana,kapo,Spain,199,377152875,16303176,Pop
2024-09-15,la reina,lola indigo,Spain,161,28455559,1183768,Latin
2024-09-15,peligrosa,floyymenor,Spain,170,228290197,7859241,Latin
2024-09-15,goteras,omar montes + jc reyes,Spain,182,304669248,10312832,Reggaeton
2024-09-15,carita triste,ana mena & emilia,Spain,190,459035813,14174366,Pop
2024-09-15,tu silueta,diegote,Spain,187,374047105,13071392,Latin
2024-09-15,luna,feid & atl jacob,Spain,135,179660983,7393346,Reggaeton
2024-09-15,rapido,dei v & cris mj,Spain,130,66950087,2890851,Flamenco
2024-09-15,hay lupita,lomiiel,Spain,145,163196189,7840564,Latin
2024-09-15,otra noche,myke towers featuring darell,Spain,67,485924014,19866179,Reggaeton
2024-09-15,se me olvida,maisak featuring feid,Spain,101,376694924,12281089,Pop
2024-09-15,luna llena,beny jr,Spain,19,1473668280,62299840,Flamenco
2024-09-15,la falda,myke towers,Spain,136,210549521,8269727,Pop
2024-09-15,tambien,myke towers,Spain,108,188197564,7681690,Reggaeton
2024-09-15,santa,"rvssian, rauw alejandro & ayra starr",Spain,16,2101242834,95368817,Flamenco
2024-09-15,me has invitado a bailar,dani fernandez,Spain,193,264133035,12252663,Pop
2024-09-15,la bachata,manuel turizo,Spain,112,105377631,4127631,Reggaeton
2024-09-15,la marina sta morena,figa flawas,Spain,3,1878594945,160508325,Hip-Hop
2024-09-15,badgyal,saiko featuring jc reyes,Spain,137,95976244,4349987,Pop
2024-09-15,cuando te vi (big one crossover #5),maria becerra x big one x trueno,Spain,163,225406839,9262667,Latin
2024-09-15,wya,j abdiel x izaak,Spain,18,1333215289,50768632,Reggaeton
2024-09-15,potra salvaje (remix),isabel aaiun,Spain,177,460227784,14454104,Latin
2024-09-15,el merengue,marshmello & manuel turizo,Spain,76,41242044,1600809,Flamenco
2024-09-08,si antes te hubiera conocido,karol g,Spain,4,3216451356,276037115,Hip-Hop
2024-09-08,uwaie,kapo,Spain,53,26024483,887617,Pop
2024-09-08,ohnana,kapo,Spain,160,18418259,852559,Latin
2024-09-08,la reina,lola indigo,Spain,7,818160697,65406721,Pop
2024-09-08,carita triste,ana mena & emilia,Spain,102,31070108,1458578,Pop
2024-09-08,peligrosa,floyymenor,Spain,55,332634510,12446400,Pop
2024-09-08,goteras,omar montes + jc reyes,Spain,193,60641487,2605950,Latin
2024-09-08,tu silueta,diegote,Spain,139,476887375,17122884,Latin
2024-09-08,se me olvida,maisak featuring feid,Spain,57,479412294,18278035,Flamenco
2024-09-08,hay lupita,lomiiel,Spain,42,852715875,42532741,Reggaeton
2024-09-08,luna,feid & atl jacob,Spain,191,337974919,12801918,Reggaeton
2024-09-08,otra noche,myke towers featuring darell,Spain,105,306977833,13037206,Pop
2024-09-08,rapido,dei v & cris mj,Spain,69,327778513,13024569,Latin
2024-09-08,la falda,myke towers,Spain,8,64432315990,5564824315,Hip-Hop
2024-09-08,santa,"rvssian, rauw alejandro & ayra starr",Spain,2,758886110,69849294,Pop
2024-09-08,cuando te vi (big one crossover #5),maria becerra x big one x trueno,Spain,67,359487552,12885311,Pop
2024-09-08,badgyal,saiko featuring jc reyes,Spain,115,333546653,15580018,Reggaeton
2024-09-08,la marina sta morena,figa flawas,Spain,71,245569116,10849529,Latin
2024-09-08,luna llena,beny jr,Spain,79,130963512,3990501,Flamenco
2024-09-08,potra salvaje (remix),isabel aaiun,Spain,44,1223611488,60702191,Pop
2024-09-08,la bachata,manuel turizo,Spain,96,160610980,7766784,Latin
2024-09-08,1000cosas,lola indigo & manuel turizo,Spain,31,781274458,31974056,Flamenco
2024-09-08,yotuloko,omar montes & rels b,Spain,77,35309740,1247984,Latin
2024-09-08,real gangsta love,trueno,Spain,5,1839852891,167441770,Hip-Hop
2024-09-08,wya,j abdiel x izaak,Spain,44,82878976,3106708,Reggaeton
2024-09-01,si antes te hubiera conocido,karol g,Spain,198,246785888,12079296,Reggaeton
2024-09-01,uwaie,kapo,Spain,48,1838449107,55630610,Flamenco
2024-09-01,ohnana,kapo,Spain,71,3529867980,113370231,Latin
2024-09-01,la reina,lola indigo,Spain,171,112385553,3894334,Reggaeton
2024-09-01,goteras,omar montes + jc reyes,Spain,37,836900012,37036497,Flamenco
2024-09-01,hay lupita,lomiiel,Spain,51,65494401,2324077,Reggaeton
2024-09-01,tu silueta,diegote,Spain,55,38099087,1648283,Pop
2024-09-01,peligrosa,floyymenor,Spain,148,233303300,10637973,Reggaeton
2024-09-01,otra noche,myke towers featuring darell,Spain,43,1101143844,45460678,Reggaeton
2024-09-01,luna,feid & atl jacob,Spain,183,8996599300,375916932,Reggaeton
2024-09-01,cuando te vi (big one crossover #5),maria becerra x big one x trueno,Spain,45,1080130842,36639303,Latin
2024-09-01,la falda,myke towers,Spain,146,103718903,4228383,Pop
2024-09-01,la bachata,manuel turizo,Spain,74,115873143,4128232,Flamenco
2024-09-01,potra salvaje (remix),isabel aaiun,Spain,102,416973128,19852753,Flamenco
2024-09-01,badgyal,saiko featuring jc reyes,Spain,169,98542410,4875537,Flamenco
2024-09-01,rapido,dei v & cris mj,Spain,61,1731058060,83913614,Pop
2024-09-01,santa,"rvssian, rauw alejandro & ayra starr",Spain,145,34451245,1637660,Reggaeton
2024-09-01,1000cosas,lola indigo & manuel turizo,Spain,147,333201586,13148453,Flamenco
2024-09-01,se me olvida,maisak featuring feid,Spain,79,212805791,9402419,Latin
2024-09-01,adivino,myke towers & bad bunny,Spain,180,27134669,881987,Reggaeton
2024-09-01,el merengue,marshmello & manuel turizo,Spain,172,839540020,38399581,Pop
2024-09-01,real gangsta love,trueno,Spain,143,401325258,14361956,Reggaeton
2024-09-01,luna llena,beny jr,Spain,152,346908542,15460596,Latin
2024-09-01,qlona,karol g & peso pluma,Spain,33,1945748841,83974375,Latin
2024-09-01,yotuloko,omar montes & rels b,Spain,14,907115937,29903411,Pop
2024-08-25,si antes te hubiera conocido,karol g,Spain,62,318985297,15461487,Latin
2024-08-25,ohnana,kapo,Spain,72,121923933,5094758,Pop
2024-08-25,la reina,lola indigo,Spain,166,342811021,12147621,Flamenco
2024-08-25,goteras,omar montes + jc reyes,Spain,174,90644269,3995209,Reggaeton
2024-08-25,hay lupita,lomiiel,Spain,156,418902049,17952125,Flamenco
2024-08-25,tu silueta,diegote,Spain,193,371005462,15731899,Flamenco
2024-08-25,rapido,dei v & cris mj,Spain,194,119776441,4771800,Latin
2024-08-25,badgyal,saiko featuring jc reyes,Spain,88,460216423,18626423,Flamenco
2024-08-25,uwaie,kapo,Spain,164,40543287,1326558,Latin
2024-08-25,potra salvaje (remix),isabel aaiun,Spain,162,22041544,702564,Reggaeton
2024-08-25,luna,feid & atl jacob,Spain,11,430783952,21472101,Reggaeton
2024-08-25,la bachata,manuel turizo,Spain,95,330086399,16436359,Pop
2024-08-25,la falda,myke towers,Spain,117,359725745,10846977,Flamenco
2024-08-25,new woman,lisa featuring rosalia,Spain,76,156260265,5967240,Flamenco
2024-08-25,cuando te vi (big one crossover #5),maria becerra x big one x trueno,Spain,185,8941663,378288,Latin
2024-08-25,santa,"rvssian, rauw alejandro & ayra starr",Spain,109,449630518,22296199,Flamenco
